OlinkID,epvs_1_nobs,epvs_1_beta,epvs_1_se,epvs_1_pvalue,epvs_1_fdr,cv_percent,UniProt,Assay,Panel,Retain
OID20478,932,0.006721499186717014,0.03126976106621675,0.8298524466958594,0.9760690190740403,62.73898880804235,Q7Z739,YTHDF3,Inflammation,Unique Protein
OID20479,932,-0.03832161598627792,0.030069173335023635,0.2028269834873847,0.9718286398262306,87.44809687119948,P42768,WAS,Inflammation,Unique Protein
OID20480,932,-0.0038716064223451013,0.032110819793527166,0.9040578948795661,0.9886724032993203,28.158218528372636,Q96RJ3,TNFRSF13C,Inflammation,Unique Protein
OID20481,932,-0.008716999429043842,0.03370783107499276,0.7959983206960128,0.9760690190740403,21.458639145475576,Q8TAD2,IL17D,Inflammation,Unique Protein
OID20482,932,-0.018273993079401217,0.029913517148299255,0.5414208701464616,0.9718286398262306,33.11668223854103,Q7Z6M3,MILR1,Inflammation,Unique Protein
OID20483,932,-0.016313636447402337,0.030770585234812325,0.5961223842915294,0.9718286398262306,54.267786947268434,P30048,PRDX3,Inflammation,Unique Protein
OID20484,932,-0.026546096930221086,0.031076331504207806,0.39320465632880097,0.9718286398262306,58.28255146295594,Q05084,ICA1,Inflammation,Unique Protein
OID20485,932,-0.02886302648944573,0.030894104578931058,0.3504171284608696,0.9718286398262306,50.81218534346018,P51617,IRAK1,Inflammation,Unique Protein
OID20486,932,0.05958527645037769,0.032385692103884325,0.06611088092300534,0.9718286398262306,30.73961270092449,P42701,IL12RB1,Inflammation,Unique Protein
OID20487,932,-0.026046913621128494,0.030889022843271156,0.39931291159325877,0.9718286398262306,19.44692797833961,Q9HB29,IL1RL2,Inflammation,Unique Protein
OID20488,932,0.023292109818045043,0.03167259266833409,0.4622821227059837,0.9718286398262306,81.5285370697488,P01583,IL1A,Inflammation,Unique Protein
OID20489,932,0.027249575273506254,0.029987861397994163,0.36375393938624867,0.9718286398262306,145.4420077965507,P32456,GBP2,Inflammation,Unique Protein
OID20490,932,-0.013236201199167042,0.03422921430597509,0.699073036834468,0.9736401626865119,20.33940827167288,P12034,FGF5,Inflammation,Unique Protein
OID20491,932,-0.005687721030695289,0.03257231943214388,0.8614181193940483,0.976922195146587,23.803597387284064,P09919,CSF3,Inflammation,Unique Protein
OID20492,932,-0.015171274009186138,0.03081040932454662,0.6225490981430872,0.9718286398262306,34.89963183705086,Q9BXJ7,AMN,Inflammation,Unique Protein
OID20493,932,-0.015402385190612874,0.033509741434275805,0.6458841659517114,0.9718286398262306,20.54185331430291,P18564,ITGB6,Inflammation,Unique Protein
OID20494,932,0.007980476037256256,0.032638010882019494,0.8068867975987506,0.9760690190740403,27.215383032164432,P01591,JCHAIN,Inflammation,Unique Protein
OID20495,932,-0.02185987781961462,0.030660330297232016,0.4760458706155628,0.9718286398262306,48.11407969094256,P01579,IFNG,Inflammation,Unique Protein
OID20496,932,-0.00952308895587002,0.03131363050988334,0.7611056918235071,0.9736401626865119,42.45631465890214,Q13291,SLAMF1,Inflammation,Unique Protein
OID20497,932,-0.003735644979443032,0.031232659458448112,0.9048206368213607,0.9886724032993203,30.128035539841946,Q8N8S7,ENAH,Inflammation,Unique Protein
OID20498,932,0.03782725442094667,0.032771903070443996,0.24869451575331333,0.9718286398262306,36.92574890220236,Q13261,IL15RA,Inflammation,Unique Protein
OID20500,932,-0.029349921980338638,0.03061332630052496,0.3379470829204839,0.9718286398262306,43.30907682387938,P09874,PARP1,Inflammation,Unique Protein
OID20501,932,-0.02860397048783606,0.03223964299426082,0.37518759727644313,0.9718286398262306,62.78308820519409,Q0Z7S8,FABP9,Inflammation,Unique Protein
OID20502,932,-0.028073780254249784,0.03038414770767707,0.35574919829594775,0.9718286398262306,41.679833530779945,P78362,SRPK2,Inflammation,Unique Protein
OID20503,932,0.020245401882166482,0.0316918547093572,0.5230991529348141,0.9718286398262306,53.39188622314336,P09038,FGF2,Inflammation,Unique Protein
OID20504,932,-0.05674098891376571,0.030165044087942478,0.060285784394551,0.9718286398262306,99.68422521826136,O43736,ITM2A,Inflammation,Unique Protein
OID20505,932,0.009349231747251174,0.030772708737160225,0.76133715914738,0.9736401626865119,48.30109230697975,O14867,BACH1,Inflammation,Unique Protein
OID20506,932,0.005800438006835249,0.02976195936549302,0.845518773950317,0.9767602600015238,83.44692941519092,Q8IU57,IFNLR1,Inflammation,Unique Protein
OID20507,932,0.00774142134551498,0.030518878016639772,0.7998149678307869,0.9760690190740403,76.43223444512378,Q12933,TRAF2,Inflammation,Unique Protein
OID20508,932,-0.03159686695944342,0.030335739754646016,0.2978842310675466,0.9718286398262306,46.51509694776605,Q06520,SULT2A1,Inflammation,Unique Protein
OID20509,932,-0.020684841575827593,0.032566955056729144,0.525490065350766,0.9718286398262306,37.36635761639649,O60575,SPINK4,Inflammation,Unique Protein
OID20510,932,-0.023950249700009054,0.03106256902483704,0.4408860793318574,0.9718286398262306,64.45880806202582,Q9Y5A7,NUB1,Inflammation,Unique Protein
OID20511,932,-0.02004215015531475,0.0389772555050263,0.607235110257901,0.9718286398262306,54.50712608163738,O60542,PSPN,Inflammation,Unique Protein
OID20512,932,-0.004224290462017605,0.03050820621560161,0.8899040292442875,0.9864199762916391,34.70943459958243,P30838,ALDH3A1,Inflammation,Unique Protein
OID20513,677,0.029528017209114875,0.037700058361709976,0.4337686240731643,0.9718286398262306,15.682269173284974,O43521-2,BCL2L11,Inflammation,Unique Protein
OID20514,932,-0.057635277922068975,0.030372350196977968,0.058059257216830765,0.9718286398262306,44.70559502976316,O60880,SH2D1A,Inflammation,Unique Protein
OID20515,932,-0.0283296398601523,0.030404199177496854,0.35170175426390327,0.9718286398262306,60.081422057647885,Q12778,FOXO1,Inflammation,Unique Protein
OID20516,932,-0.018600542811877303,0.030417554821867403,0.5410154914954337,0.9718286398262306,53.30873905513184,Q7L8A9,VASH1,Inflammation,Unique Protein
OID20517,677,-0.017008874438023073,0.034116946649265525,0.618264457629623,0.9718286398262306,31.23319857161131,P55957,BID,Inflammation,Unique Protein
OID20519,932,-0.03649786409654985,0.030616011529157963,0.23352349161381883,0.9718286398262306,75.02816785034094,Q6UB28,METAP1D,Inflammation,Unique Protein
OID20520,932,0.015563768123918886,0.03072761164686245,0.6126219961623303,0.9718286398262306,71.41855606479862,P01903,HLA-DRA,Inflammation,Unique Protein
OID20521,932,-0.031661992440027396,0.03213372371273921,0.3247266544702744,0.9718286398262306,110.97108267175035,Q92609,TBC1D5,Inflammation,Unique Protein
OID20522,932,0.03802773996518384,0.03161873783280516,0.2294039593641698,0.9718286398262306,48.722202726570735,P01588,EPO,Inflammation,Unique Protein
OID20523,932,0.04052042762887007,0.03145794688880935,0.19804185996939322,0.9718286398262306,73.8302470220435,P80098,CCL7,Inflammation,Unique Protein
OID20524,932,-0.0185867554384723,0.03090062098469129,0.5476548296065479,0.9718286398262306,101.9112873812316,Q9UN19,DAPP1,Inflammation,Unique Protein
OID20525,932,-0.023745784849768924,0.0305201404635478,0.4367479396731432,0.9718286398262306,92.21140517434728,Q9UNE0,EDAR,Inflammation,Unique Protein
OID20526,932,-0.03251590942532374,0.031664901722326624,0.3047496223771855,0.9718286398262306,69.31220536517434,Q9C035,TRIM5,Inflammation,Unique Protein
OID20527,932,0.06482008427115557,0.030315294615521828,0.03276418711948512,0.9718286398262306,47.96321183811114,Q8N608,DPP10,Inflammation,Unique Protein
OID20528,932,-0.01040104780342911,0.030287206054156326,0.7313657293310418,0.9736401626865119,35.370311091525835,P23229,ITGA6,Inflammation,Unique Protein
OID20529,932,0.042679883693914546,0.03222129207017093,0.18563803399137155,0.9718286398262306,85.77068448749249,Q6DN72,FCRL6,Inflammation,Unique Protein
OID20530,932,0.0027539579198811895,0.030576221022772958,0.9282523354854766,0.9891971564263579,70.62788936127308,P33241,LSP1,Inflammation,Unique Protein
OID20531,932,-0.033499239682812314,0.030229930254154453,0.2680881096165159,0.9718286398262306,47.40678950301222,Q9UNK0,STX8,Inflammation,Unique Protein
OID20532,932,0.0030033523548768826,0.03477103363283664,0.9311870562709093,0.9891971564263579,27.811981883847615,P13747,HLA-E,Inflammation,Unique Protein
OID20533,932,-0.03644275039589565,0.030756924890961348,0.23637816357639524,0.9718286398262306,102.85456666246957,P19474,TRIM21,Inflammation,Unique Protein
OID20534,932,-0.045101213963892044,0.029896356385035735,0.13174877558670564,0.9718286398262306,96.05089974165296,O75475,PSIP1,Inflammation,Unique Protein
OID20535,932,0.01759317335439029,0.030909919277177178,0.569376174754771,0.9718286398262306,66.34786773764874,P13232,IL7,Inflammation,Unique Protein
OID20536,932,-0.015876452080458733,0.029963099182399318,0.5963323963783584,0.9718286398262306,71.15817713678194,Q8IVG5,SAMD9L,Inflammation,Unique Protein
OID20537,932,0.007238331155928832,0.03124336394167526,0.8168414639532735,0.9760690190740403,58.00730195794487,Q96LC7,SIGLEC10,Inflammation,Unique Protein
OID20538,932,-0.03787115415859827,0.030604754142637455,0.21624495564776047,0.9718286398262306,86.09319063975178,B1AKI9,ISM1,Inflammation,Unique Protein
OID20539,932,0.05101126327779179,0.033502314441118765,0.12819841260092069,0.9718286398262306,50.405627485248935,Q6ZMH5,SLC39A5,Inflammation,Unique Protein
OID20540,932,-0.04259078507866272,0.03159487096374062,0.17798176401369223,0.9718286398262306,62.63123934447196,P78410,BTN3A2,Inflammation,Unique Protein
OID20541,932,-0.03791317684645759,0.03326351477721125,0.2546741658834855,0.9718286398262306,66.30479381023342,P12872,MLN,Inflammation,Unique Protein
OID20542,932,0.0014454100093340807,0.030817105932700928,0.9626008601543515,0.9977596858975778,69.62510000165577,Q12765,SCRN1,Inflammation,Unique Protein
OID20543,932,0.03286375136945449,0.04173592466533207,0.43123859813777876,0.9718286398262306,66.5099122979768,P58294,PROK1,Inflammation,Unique Protein
OID20544,932,-0.018958232145744422,0.030426853840579533,0.5333895593886997,0.9718286398262306,75.19360848127108,Q9Y6K9,IKBKG,Inflammation,Unique Protein
OID20545,932,-0.007235767755324841,0.030738676460297383,0.8139537326941199,0.9760690190740403,69.06036574521553,O95644,NFATC1,Inflammation,Unique Protein
OID20546,932,-0.018202450483235176,0.03077122260231045,0.5543033947905323,0.9718286398262306,88.08322803526029,Q9Y258,CCL26,Inflammation,Unique Protein
OID20547,932,-0.042085103568122825,0.030825127594634204,0.1724977620317038,0.9718286398262306,81.08055680909513,Q8WTT0,CLEC4C,Inflammation,Unique Protein
OID20548,932,0.0518443527586045,0.0346087551495265,0.13447372717947415,0.9718286398262306,75.69468894964902,Q3KPI0,CEACAM21,Inflammation,Unique Protein
OID20549,932,-0.02947455785104703,0.03132806425472726,0.3470366192958333,0.9718286398262306,56.53423121365311,Q9BT73,PSMG3,Inflammation,Unique Protein
OID20550,932,-0.012248672647951566,0.031783578626785665,0.7000471078093439,0.9736401626865119,30.00772866031804,P20849,COL9A1,Inflammation,Unique Protein
OID20551,932,-4.2688328745002675e-4,0.030591229492778316,0.9888693660611896,0.9997791224054497,85.89328641017245,Q9HD26,GOPC,Inflammation,Unique Protein
OID20552,932,-0.023256231992246974,0.03039288413688111,0.4443570222552614,0.9718286398262306,80.89478871643234,P52564,MAP2K6,Inflammation,Unique Protein
OID20553,932,-0.016345554759759035,0.030699977200884417,0.5945578224421928,0.9718286398262306,100.87404258600503,Q9H0P0,NT5C3A,Inflammation,Unique Protein
OID20554,932,-0.024509764443640395,0.03036528733636074,0.41978112513927235,0.9718286398262306,80.26654083582852,Q9NZN5,ARHGEF12,Inflammation,Unique Protein
OID20555,932,0.0012629740286000505,0.031174627580942606,0.9676930456201168,0.9997791224054497,53.29948959992578,P42575,CASP2,Inflammation,Unique Protein
OID20556,932,-0.03297767297077987,0.03094715511919783,0.2868790640912849,0.9718286398262306,48.15449658377204,Q9UHC6,CNTNAP2,Inflammation,Unique Protein
OID20557,932,0.007766502219661911,0.031882648203860706,0.8075977468226044,0.9760690190740403,39.768648424664924,P45984,MAPK9,Inflammation,Unique Protein
OID20558,932,-0.003899798556623078,0.0308445671352498,0.8994161641938877,0.9886724032993203,64.74483012842174,P11274,BCR,Inflammation,Unique Protein
OID20559,932,-0.026994328799994593,0.03054804762108397,0.37710687785024655,0.9718286398262306,129.71720219537343,Q9UDT6,CLIP2,Inflammation,Unique Protein
OID20560,932,-0.025746807681941954,0.032977381854266394,0.4351558735895027,0.9718286398262306,55.29720477290084,Q14242,SELPLG,Inflammation,Unique Protein
OID20561,932,-0.002876871761357341,0.033073942694939004,0.9307039697287868,0.9891971564263579,62.164310837017965,P78310,CXADR,Inflammation,Unique Protein
OID20562,932,0.0593993113980678,0.03266210415617586,0.06929817168474155,0.9718286398262306,93.82640274758985,P40933,IL15,Inflammation,Unique Protein
OID20564,932,0.057420253409884554,0.030468034935448498,0.059798712703324805,0.9718286398262306,63.14186270648111,P24071,FCAR,Inflammation,Unique Protein
OID20565,932,0.03710709774509588,0.031592515483710414,0.24047800708329395,0.9718286398262306,85.69676119163287,Q01151,CD83,Inflammation,Unique Protein
OID20566,932,0.024105284610404773,0.033883211244729414,0.4770030854865509,0.9718286398262306,49.78110962295631,O76036,NCR1,Inflammation,Unique Protein
OID20567,932,-0.013636162088006084,0.029807291692930785,0.6474361959677731,0.9718286398262306,107.12619514575314,P19878,NCF2,Inflammation,Unique Protein
OID20568,932,8.00287035817688e-5,0.03815466928605234,0.9983269090160258,0.9997791224054497,83.34331953915446,P23582,NPPC,Inflammation,Unique Protein
OID20569,932,-0.013696453568073624,0.03115219247372395,0.6602849842345939,0.9718286398262306,69.46645688786874,Q9NRJ3,CCL28,Inflammation,Unique Protein
OID20570,932,-0.006344476007576931,0.03114672109865043,0.8386358739185782,0.9767602600015238,114.64157433465974,P26022,PTX3,Inflammation,Unique Protein
OID20571,932,0.029287912539303625,0.03300932148115569,0.37517031497108866,0.9718286398262306,58.83530865108468,Q03431,PTH1R,Inflammation,Unique Protein
OID20572,932,0.002793932657452936,0.031016288503132382,0.928243666135144,0.9891971564263579,57.58704425723858,Q9GZT9,EGLN1,Inflammation,Unique Protein
OID20573,932,0.05289644054933511,0.02991148653594418,0.07732071682746558,0.9718286398262306,88.34150674734654,Q9UMR7,CLEC4A,Inflammation,Unique Protein
OID20574,932,-0.01885482974357037,0.031435417400905455,0.5487903797144278,0.9718286398262306,111.88873380500684,P13725,OSM,Inflammation,Unique Protein
OID20575,932,-0.032159633332723266,0.030917496743734806,0.2985320849809188,0.9718286398262306,55.39849803317837,P28845,HSD11B1,Inflammation,Unique Protein
OID20576,932,-0.026120390136732955,0.030501800213026436,0.39202454085397953,0.9718286398262306,105.06893348024666,P24394,IL4R,Inflammation,Unique Protein
OID20577,932,-0.012972757551490124,0.03073170770193652,0.6730294053365811,0.9718286398262306,85.37642620898507,Q9NWZ3,IRAK4,Inflammation,Unique Protein
OID20578,932,-0.015517908260429696,0.03153865366815852,0.6228170154917575,0.9718286398262306,58.5971974790518,Q14773,ICAM4,Inflammation,Unique Protein
OID20579,932,-0.03051628591813361,0.030643409987969245,0.3195847190670972,0.9718286398262306,90.33391965398077,Q16698,DECR1,Inflammation,Unique Protein
OID20580,932,0.0027495831981241424,0.030821119202130126,0.928933673479948,0.9891971564263579,86.59952620728205,O60449,LY75,Inflammation,Unique Protein
OID20581,932,-0.0353245140653391,0.030287997797128402,0.2438011149256081,0.9718286398262306,51.033859919033,Q9UKX5,ITGA11,Inflammation,Unique Protein
OID20582,932,-0.020993705117128024,0.030591660141545723,0.49272508467821785,0.9718286398262306,77.89460124641666,O15169,AXIN1,Inflammation,Unique Protein
OID20583,932,-0.01067597438724275,0.030205253279841124,0.7238340541816789,0.9736401626865119,90.65787819437625,P50995,ANXA11,Inflammation,Unique Protein
OID20584,932,0.04865751933161622,0.031237676112727566,0.11965973805644448,0.9718286398262306,61.068804974909185,P01730,CD4,Inflammation,Unique Protein
OID20585,932,0.04346663130498027,0.03253851273206956,0.1819287846395888,0.9718286398262306,73.00236880847226,Q9NRM6,IL17RB,Inflammation,Unique Protein
OID20586,677,-0.035644517937775864,0.03575469415178378,0.31916774573069706,0.9718286398262306,12.046786724702404,P01374,LTA,Inflammation,Unique Protein
OID20587,932,-0.01302048868793442,0.030722361080569024,0.6718026040485596,0.9718286398262306,66.58333917511354,Q6ZUJ8,PIK3AP1,Inflammation,Unique Protein
OID20588,932,-5.998595562091895e-4,0.030929941638884642,0.9845309010824816,0.9997791224054497,92.74666276959444,P16455,MGMT,Inflammation,Unique Protein
OID20589,932,-0.01774774075426083,0.030642491938097337,0.5626049204772988,0.9718286398262306,90.56884703955723,O94992,HEXIM1,Inflammation,Unique Protein
OID20590,932,0.020926781659648206,0.029587527469350342,0.4795695770111327,0.9718286398262306,100.2382749089628,Q6UXB4,CLEC4G,Inflammation,Unique Protein
OID20591,932,0.003927106353302524,0.030889901553075826,0.8988634739480541,0.9886724032993203,80.39379509894704,P20783,NTF3,Inflammation,Unique Protein
OID20592,932,0.021836211107280016,0.03189571038374609,0.49376109977939686,0.9718286398262306,50.56136397496477,O14788,TNFSF11,Inflammation,Unique Protein
OID20593,932,0.002603462114623067,0.029840573012666436,0.9304952295704563,0.9891971564263579,97.41443629626819,Q29980_Q29983,MICB_MICA,Inflammation,Unique Protein
OID20594,932,-0.02350247977652355,0.030628193282284007,0.44307200585627826,0.9718286398262306,101.49166638537316,Q8NDB2,BANK1,Inflammation,Unique Protein
OID20595,932,0.01543288880065486,0.029548559848271524,0.6015951095490952,0.9718286398262306,103.05686744657059,Q8TD46,CD200R1,Inflammation,Unique Protein
OID20596,932,-0.01510577353920505,0.03323014070641919,0.6495185450102866,0.9718286398262306,65.31756231097926,P08727,KRT19,Inflammation,Unique Protein
OID20597,932,-0.0200028792407494,0.03022492478900176,0.5082649798753114,0.9718286398262306,140.8327448120885,Q9HCM2,PLXNA4,Inflammation,Unique Protein
OID20598,932,-0.0028344603498957088,0.03120736640793685,0.927650152726081,0.9891971564263579,87.5980153537238,P28827,PTPRM,Inflammation,Unique Protein
OID20599,932,-0.051764887874701876,0.0317832362689033,0.10372276684249314,0.9718286398262306,81.1793586222104,P32970,CD70,Inflammation,Unique Protein
OID20600,932,-0.008511879385418747,0.03231380221497515,0.792291293675256,0.9760690190740403,54.02900827441018,P01135,TGFA,Inflammation,Unique Protein
OID20601,932,-0.02787202963678245,0.031193321981119227,0.3718099858766508,0.9718286398262306,101.10872644207676,Q01344,IL5RA,Inflammation,Unique Protein
OID20602,932,-0.028128988590080856,0.03337081656908946,0.39949174759765593,0.9718286398262306,63.44946399214349,Q9NQ25,SLAMF7,Inflammation,Unique Protein
OID20603,932,-0.04225795199389588,0.032268157549999545,0.19066331816468732,0.9718286398262306,84.86867745051259,P41217,CD200,Inflammation,Unique Protein
OID20604,677,-0.02508000311532592,0.03627637951551974,0.4895819388254691,0.9718286398262306,55.56893756964642,P10144,GZMB,Inflammation,Unique Protein
